lead_id,mql_source,bombora_surge_topic,lead_score,campaign_name,lead_status
LEAD-3662,Direct Mail,Payment Processing,28,Q4 Innovation,New
LEAD-3663,Whitepaper,ERP Integration,100,Q1 Security,Qualified
LEAD-3664,Whitepaper,Unified Communications,75,Q1 Security,Qualified
LEAD-3665,Direct Mail,Payment Processing,41,Q1 Security,Qualified
LEAD-3666,Organic Search,ERP Integration,20,Q1 Security,Nurturing
LEAD-3667,Email Campaign,Network Security,45,Q4 Growth,Nurturing
LEAD-3668,Organic Search,Big Data Analytics,61,Q2 Growth,New
LEAD-3669,Organic Search,Cloud Migration,12,Q4 Innovation,Qualified
LEAD-3670,Trade Show,ERP Integration,78,Q4 Security,Nurturing
LEAD-3671,Direct Mail,CRM Software,100,Q3 Innovation,Nurturing
LEAD-3672,Direct Mail,Cloud Migration,36,Q1 Innovation,New
LEAD-3673,Email Campaign,Unified Communications,95,FY Efficiency,Working
LEAD-3674,Referral,Cybersecurity,66,Q2 Innovation,Qualified
LEAD-3675,Referral,CRM Software,29,Q1 Transformation,Nurturing
LEAD-3676,Whitepaper,Network Security,40,Q1 Efficiency,Qualified
LEAD-3677,Webinar,Cloud Migration,17,Q2 Innovation,Qualified
LEAD-3678,Referral,CRM Software,22,Q2 Efficiency,Nurturing
LEAD-3679,Webinar,Big Data Analytics,18,Q1 Innovation,New
LEAD-3680,Direct Mail,Fraud Prevention,72,FY Security,Qualified
LEAD-3681,Whitepaper,Supply Chain Management,42,Q1 Security,New
LEAD-3682,Paid Social,Fraud Prevention,40,Q4 Transformation,New
LEAD-3683,Paid Social,Fraud Prevention,10,Q3 Growth,Working
LEAD-3684,Whitepaper,ERP Integration,32,Q1 Security,Nurturing
LEAD-3685,Webinar,Big Data Analytics,85,Q2 Efficiency,Qualified
LEAD-3686,Referral,Big Data Analytics,87,Q4 Security,Qualified
LEAD-3687,Organic Search,Customer Experience,18,Q2 Security,Qualified
LEAD-3688,Direct Mail,Customer Experience,25,Q3 Innovation,Qualified
LEAD-3689,Paid Social,Payment Processing,62,Q3 Transformation,New
LEAD-3690,Trade Show,Unified Communications,72,Q2 Efficiency,New
LEAD-3691,Direct Mail,AI Automation,83,Q2 Innovation,Working
LEAD-3692,Organic Search,IoT Platforms,32,FY Efficiency,Nurturing
LEAD-3693,Referral,Cybersecurity,36,FY Innovation,Nurturing
LEAD-3694,Whitepaper,Fraud Prevention,67,Q1 Growth,New
LEAD-3695,Paid Social,Cybersecurity,65,FY Security,Working
LEAD-3696,Webinar,Unified Communications,69,Q1 Security,Qualified
LEAD-3697,Trade Show,Payment Processing,21,Q3 Innovation,New
LEAD-3698,Trade Show,Customer Experience,95,FY Security,New
LEAD-3699,Paid Social,Payment Processing,79,Q1 Transformation,Working
LEAD-3700,Email Campaign,Customer Experience,99,FY Efficiency,Qualified
LEAD-3701,Trade Show,Supply Chain Management,24,Q1 Transformation,Qualified
LEAD-3702,Webinar,DevOps Tools,78,Q4 Security,Nurturing
LEAD-3703,Webinar,IoT Platforms,19,Q4 Transformation,Qualified
LEAD-3704,Paid Social,Data Privacy,78,Q1 Efficiency,Working
LEAD-3705,Whitepaper,AI Automation,55,Q4 Security,Working
LEAD-3706,Direct Mail,Network Security,57,Q3 Efficiency,New
LEAD-3707,Trade Show,Cloud Migration,13,Q2 Innovation,New
LEAD-3708,Referral,AI Automation,50,Q4 Growth,New
LEAD-3709,Trade Show,IoT Platforms,34,Q3 Transformation,New
LEAD-3710,Paid Social,Fraud Prevention,61,Q1 Transformation,New
LEAD-3711,Trade Show,Network Security,73,FY Security,Nurturing
LEAD-3712,Trade Show,Fraud Prevention,95,Q3 Innovation,Working
LEAD-3713,Direct Mail,DevOps Tools,60,Q4 Innovation,Qualified
LEAD-3714,Webinar,Data Privacy,15,Q4 Innovation,Nurturing
LEAD-3715,Organic Search,DevOps Tools,25,Q2 Innovation,New
LEAD-3716,Referral,Payment Processing,55,Q3 Innovation,New
LEAD-3717,Direct Mail,Supply Chain Management,80,FY Growth,Working
LEAD-3718,Trade Show,AI Automation,46,FY Security,Working
LEAD-3719,Email Campaign,DevOps Tools,58,Q3 Security,New
LEAD-3720,Direct Mail,Fraud Prevention,94,FY Security,Qualified
LEAD-3721,Trade Show,Data Privacy,91,Q1 Security,Qualified
LEAD-3722,Paid Social,IoT Platforms,88,Q3 Transformation,Qualified
LEAD-3723,Organic Search,DevOps Tools,43,Q4 Efficiency,Qualified
LEAD-3724,Webinar,Data Privacy,67,Q4 Security,Nurturing
LEAD-3725,Trade Show,Payment Processing,66,Q1 Growth,Working
LEAD-3726,Email Campaign,Payment Processing,59,Q1 Efficiency,Working
LEAD-3727,Email Campaign,Fraud Prevention,41,FY Growth,Qualified
LEAD-3728,Paid Social,Network Security,79,Q1 Efficiency,New
LEAD-3729,Organic Search,Data Privacy,78,Q3 Transformation,Working
LEAD-3730,Webinar,Supply Chain Management,65,Q1 Efficiency,Nurturing
LEAD-3731,Referral,AI Automation,29,FY Efficiency,Qualified
LEAD-3732,Whitepaper,CRM Software,12,Q4 Efficiency,New
LEAD-3733,Whitepaper,Data Privacy,19,Q2 Security,New
LEAD-3734,Organic Search,ERP Integration,94,FY Efficiency,Working
LEAD-3735,Organic Search,DevOps Tools,62,Q1 Innovation,Working
LEAD-3736,Organic Search,AI Automation,62,Q1 Growth,Nurturing
LEAD-3737,Trade Show,Unified Communications,15,Q2 Innovation,Nurturing
LEAD-3738,Whitepaper,CRM Software,52,FY Efficiency,New
LEAD-3739,Trade Show,ERP Integration,45,FY Efficiency,Nurturing
LEAD-3740,Direct Mail,Cybersecurity,43,Q1 Innovation,New
LEAD-3741,Referral,ERP Integration,93,Q1 Security,Working
LEAD-3742,Paid Social,Data Privacy,13,Q4 Innovation,Qualified
LEAD-3743,Referral,IoT Platforms,18,Q4 Growth,Qualified
LEAD-3744,Whitepaper,Big Data Analytics,76,Q1 Efficiency,Nurturing
LEAD-3745,Webinar,Network Security,79,FY Innovation,New
LEAD-3746,Referral,AI Automation,80,Q1 Efficiency,New
LEAD-3747,Paid Social,Payment Processing,66,Q2 Innovation,Qualified
LEAD-3748,Whitepaper,Big Data Analytics,38,Q3 Growth,Working
LEAD-3749,Referral,Customer Experience,58,Q2 Innovation,Qualified
LEAD-3750,Organic Search,DevOps Tools,84,Q3 Transformation,Qualified
LEAD-3751,Paid Social,Supply Chain Management,74,Q3 Transformation,Nurturing
LEAD-3752,Whitepaper,ERP Integration,53,Q4 Innovation,Nurturing
LEAD-3753,Email Campaign,Big Data Analytics,94,Q1 Security,New
LEAD-3754,Whitepaper,Fraud Prevention,27,FY Innovation,Working
LEAD-3755,Webinar,IoT Platforms,97,FY Efficiency,Qualified
LEAD-3756,Email Campaign,Unified Communications,99,Q3 Transformation,New
LEAD-3757,Email Campaign,Payment Processing,19,Q4 Growth,New
LEAD-3758,Referral,Customer Experience,17,Q2 Transformation,Qualified
LEAD-3759,Organic Search,CRM Software,50,Q2 Transformation,Qualified
LEAD-3760,Trade Show,Payment Processing,75,Q4 Innovation,Nurturing
LEAD-3761,Email Campaign,ERP Integration,86,Q1 Security,Qualified
LEAD-3762,Direct Mail,Cloud Migration,16,Q1 Growth,Nurturing
LEAD-3763,Trade Show,Data Privacy,77,Q4 Innovation,Nurturing
LEAD-3764,Trade Show,Cloud Migration,47,Q3 Transformation,Qualified
LEAD-3765,Paid Social,Big Data Analytics,81,Q4 Efficiency,Qualified
LEAD-3766,Referral,AI Automation,62,Q1 Security,Nurturing
LEAD-3767,Referral,Data Privacy,30,Q1 Growth,Nurturing
LEAD-3768,Email Campaign,CRM Software,56,Q4 Growth,Qualified
LEAD-3769,Email Campaign,Network Security,13,Q4 Innovation,Qualified
LEAD-3770,Paid Social,Big Data Analytics,50,Q2 Transformation,Working
LEAD-3771,Webinar,CRM Software,26,Q2 Transformation,Nurturing
LEAD-3772,Paid Social,Big Data Analytics,61,Q3 Transformation,Working
LEAD-3773,Trade Show,Big Data Analytics,63,Q3 Growth,Nurturing
LEAD-3774,Webinar,Payment Processing,60,FY Growth,Nurturing
LEAD-3775,Email Campaign,Unified Communications,16,Q1 Growth,Qualified
LEAD-3776,Trade Show,IoT Platforms,33,Q1 Innovation,Working
LEAD-3777,Trade Show,Data Privacy,33,FY Efficiency,Qualified
LEAD-3778,Referral,Supply Chain Management,71,FY Transformation,Qualified
LEAD-3779,Paid Social,CRM Software,27,FY Efficiency,Nurturing
LEAD-3780,Whitepaper,CRM Software,13,Q1 Innovation,New
LEAD-3781,Trade Show,Data Privacy,100,Q1 Innovation,New
LEAD-3782,Email Campaign,Supply Chain Management,74,Q2 Innovation,Qualified
LEAD-3783,Webinar,Cloud Migration,78,Q1 Growth,New
LEAD-3784,Direct Mail,Fraud Prevention,76,Q3 Transformation,Qualified
LEAD-3785,Direct Mail,Network Security,26,Q2 Security,New
LEAD-3786,Trade Show,Fraud Prevention,86,Q3 Security,Qualified
LEAD-3787,Webinar,Supply Chain Management,44,Q3 Efficiency,Working
LEAD-3788,Referral,Big Data Analytics,43,Q2 Growth,Qualified
LEAD-3789,Whitepaper,Cybersecurity,24,Q2 Growth,New
LEAD-3790,Organic Search,Network Security,42,Q2 Transformation,Qualified
LEAD-3791,Email Campaign,Unified Communications,65,Q3 Security,Qualified
LEAD-3792,Webinar,AI Automation,80,Q3 Security,Working
LEAD-3793,Email Campaign,Data Privacy,75,Q2 Growth,Nurturing
LEAD-3794,Trade Show,Payment Processing,95,Q4 Transformation,Working
LEAD-3795,Email Campaign,Supply Chain Management,42,Q3 Security,Nurturing
LEAD-3796,Webinar,Cloud Migration,96,Q3 Innovation,Nurturing
LEAD-3797,Paid Social,Customer Experience,57,Q2 Efficiency,Qualified
LEAD-3798,Email Campaign,DevOps Tools,28,Q2 Security,New
LEAD-3799,Whitepaper,Cybersecurity,34,Q1 Efficiency,Qualified
LEAD-3800,Paid Social,Big Data Analytics,78,Q4 Efficiency,Qualified
LEAD-3801,Whitepaper,AI Automation,66,FY Efficiency,Qualified
LEAD-3802,Organic Search,Unified Communications,95,Q2 Efficiency,Working
LEAD-3803,Direct Mail,Cybersecurity,13,Q2 Security,Qualified
LEAD-3804,Trade Show,IoT Platforms,19,Q4 Growth,Nurturing
LEAD-3805,Webinar,Customer Experience,79,Q1 Security,New
LEAD-3806,Referral,Unified Communications,15,Q2 Innovation,Nurturing
LEAD-3807,Organic Search,Cloud Migration,59,Q4 Efficiency,Working
LEAD-3808,Email Campaign,DevOps Tools,79,Q4 Security,Working
LEAD-3809,Paid Social,Fraud Prevention,39,Q3 Growth,Working
LEAD-3810,Paid Social,Cloud Migration,14,FY Transformation,New
LEAD-3811,Whitepaper,DevOps Tools,60,Q3 Efficiency,Qualified
LEAD-3812,Paid Social,Network Security,18,Q3 Innovation,Nurturing
LEAD-3813,Trade Show,Data Privacy,42,Q2 Innovation,Nurturing
LEAD-3814,Paid Social,Data Privacy,64,Q1 Security,Working
LEAD-3815,Email Campaign,DevOps Tools,18,Q4 Growth,Working
LEAD-3816,Direct Mail,DevOps Tools,80,Q1 Innovation,New
LEAD-3817,Email Campaign,Unified Communications,92,Q4 Efficiency,New
LEAD-3818,Trade Show,Network Security,68,Q4 Security,Nurturing
LEAD-3819,Referral,Big Data Analytics,89,Q4 Innovation,Qualified
LEAD-3820,Trade Show,Supply Chain Management,98,Q4 Efficiency,New
LEAD-3821,Paid Social,ERP Integration,71,Q4 Innovation,Working
LEAD-3822,Direct Mail,Payment Processing,45,Q3 Efficiency,Working
LEAD-3823,Paid Social,CRM Software,39,Q1 Security,New
LEAD-3824,Referral,DevOps Tools,42,Q2 Growth,Nurturing
LEAD-3825,Trade Show,Supply Chain Management,36,Q4 Transformation,Working
LEAD-3826,Direct Mail,Cybersecurity,76,Q2 Transformation,Working
LEAD-3827,Whitepaper,Cybersecurity,24,FY Growth,Qualified
LEAD-3828,Webinar,CRM Software,30,Q4 Innovation,Working
LEAD-3829,Trade Show,Network Security,75,Q1 Security,Working
LEAD-3830,Trade Show,Cybersecurity,25,Q1 Security,New
LEAD-3831,Webinar,Cybersecurity,39,Q2 Growth,New
LEAD-3832,Webinar,Payment Processing,98,Q4 Security,Qualified
LEAD-3833,Direct Mail,CRM Software,58,Q1 Innovation,New
LEAD-3834,Webinar,Network Security,90,Q4 Efficiency,Qualified
LEAD-3835,Referral,Payment Processing,11,Q4 Transformation,New
LEAD-3836,Paid Social,Unified Communications,57,Q3 Transformation,New
LEAD-3837,Paid Social,Cloud Migration,40,Q4 Transformation,Nurturing
LEAD-3838,Email Campaign,Customer Experience,41,FY Growth,New
LEAD-3839,Webinar,Big Data Analytics,71,Q2 Innovation,Qualified
LEAD-3840,Trade Show,Unified Communications,50,Q2 Efficiency,Qualified
LEAD-3841,Email Campaign,IoT Platforms,96,Q1 Innovation,New
LEAD-3842,Webinar,Unified Communications,12,Q3 Efficiency,Qualified
LEAD-3843,Trade Show,Cloud Migration,57,Q2 Innovation,Nurturing
LEAD-3844,Referral,AI Automation,19,Q3 Growth,New
LEAD-3845,Webinar,CRM Software,65,FY Security,Qualified
LEAD-3846,Referral,Data Privacy,21,Q1 Transformation,New
LEAD-3847,Referral,Supply Chain Management,57,Q2 Efficiency,New
LEAD-3848,Whitepaper,DevOps Tools,38,Q2 Efficiency,New
LEAD-3849,Direct Mail,Network Security,51,Q1 Innovation,Qualified
LEAD-3850,Paid Social,Big Data Analytics,89,Q4 Growth,New
LEAD-3851,Webinar,ERP Integration,81,FY Efficiency,Working
LEAD-3852,Referral,CRM Software,80,Q2 Security,Nurturing
LEAD-3853,Trade Show,CRM Software,78,FY Innovation,Qualified
LEAD-3854,Trade Show,CRM Software,87,Q3 Efficiency,New
LEAD-3855,Organic Search,Network Security,65,Q4 Transformation,New
LEAD-3856,Direct Mail,Network Security,97,FY Security,Qualified
LEAD-3857,Whitepaper,ERP Integration,13,Q3 Security,Qualified
LEAD-3858,Trade Show,ERP Integration,68,Q1 Transformation,Qualified
LEAD-3859,Referral,Cloud Migration,98,Q4 Efficiency,Working
LEAD-3860,Trade Show,Cloud Migration,21,Q1 Efficiency,Qualified
LEAD-3861,Email Campaign,AI Automation,90,Q4 Security,Working
LEAD-3862,Referral,Cloud Migration,48,Q1 Transformation,New
LEAD-3863,Email Campaign,Supply Chain Management,27,Q1 Transformation,Qualified
LEAD-3864,Email Campaign,ERP Integration,75,Q3 Growth,New
LEAD-3865,Direct Mail,AI Automation,68,Q2 Efficiency,New
LEAD-3866,Trade Show,AI Automation,47,Q3 Transformation,Working
LEAD-3867,Whitepaper,Payment Processing,79,FY Security,Working
LEAD-3868,Paid Social,Payment Processing,87,FY Transformation,Qualified
LEAD-3869,Trade Show,CRM Software,44,Q2 Growth,Working
LEAD-3870,Trade Show,Fraud Prevention,71,Q3 Growth,New
LEAD-3871,Direct Mail,Cloud Migration,100,Q2 Innovation,Nurturing
LEAD-3872,Paid Social,Supply Chain Management,26,Q1 Innovation,Nurturing
LEAD-3873,Paid Social,ERP Integration,72,Q1 Security,Nurturing
LEAD-3874,Referral,Big Data Analytics,74,Q1 Efficiency,New
LEAD-3875,Trade Show,Cybersecurity,56,Q4 Growth,New
LEAD-3876,Webinar,DevOps Tools,16,Q1 Transformation,Qualified
LEAD-3877,Organic Search,Supply Chain Management,100,Q3 Growth,Qualified
LEAD-3878,Paid Social,Cloud Migration,68,Q2 Growth,Working
LEAD-3879,Trade Show,Data Privacy,70,Q2 Growth,Working
LEAD-3880,Email Campaign,Supply Chain Management,45,Q1 Growth,New
LEAD-3881,Whitepaper,AI Automation,76,FY Growth,Working
LEAD-3882,Trade Show,DevOps Tools,43,FY Transformation,Qualified
LEAD-3883,Organic Search,Payment Processing,27,Q3 Innovation,New
LEAD-3884,Referral,Supply Chain Management,79,FY Efficiency,Nurturing
LEAD-3885,Webinar,AI Automation,18,Q1 Security,Nurturing
LEAD-3886,Webinar,Payment Processing,24,Q4 Innovation,Nurturing
LEAD-3887,Webinar,Fraud Prevention,32,Q3 Efficiency,New
LEAD-3888,Whitepaper,ERP Integration,33,Q3 Innovation,New
LEAD-3889,Webinar,DevOps Tools,56,Q2 Transformation,Qualified
LEAD-3890,Webinar,IoT Platforms,82,Q1 Efficiency,Working
LEAD-3891,Webinar,Cloud Migration,69,Q1 Transformation,Qualified
LEAD-3892,Email Campaign,Customer Experience,11,Q1 Growth,Qualified
LEAD-3893,Paid Social,Supply Chain Management,99,FY Growth,New
LEAD-3894,Paid Social,Network Security,51,FY Transformation,Nurturing
LEAD-3895,Organic Search,Big Data Analytics,92,Q1 Efficiency,Qualified
LEAD-3896,Referral,Fraud Prevention,81,Q4 Innovation,Working
LEAD-3897,Referral,ERP Integration,26,Q4 Efficiency,Nurturing
LEAD-3898,Paid Social,AI Automation,24,Q3 Innovation,New
LEAD-3899,Trade Show,AI Automation,35,Q2 Efficiency,New
LEAD-3900,Organic Search,Supply Chain Management,19,Q1 Security,Nurturing
LEAD-3901,Email Campaign,Cloud Migration,29,Q3 Security,Qualified
LEAD-3902,Organic Search,Customer Experience,33,Q1 Transformation,Qualified
LEAD-3903,Paid Social,Unified Communications,56,Q3 Efficiency,Nurturing
LEAD-3904,Organic Search,ERP Integration,29,Q3 Innovation,New
LEAD-3905,Referral,IoT Platforms,44,Q4 Transformation,Qualified
LEAD-3906,Webinar,DevOps Tools,64,Q3 Efficiency,Working
LEAD-3907,Organic Search,DevOps Tools,42,Q2 Efficiency,Working
LEAD-3908,Paid Social,Cybersecurity,50,Q2 Transformation,Qualified
LEAD-3909,Paid Social,CRM Software,27,Q4 Transformation,New
LEAD-3910,Email Campaign,ERP Integration,16,Q3 Efficiency,Qualified
LEAD-3911,Paid Social,DevOps Tools,16,Q3 Transformation,Nurturing
LEAD-3912,Direct Mail,Fraud Prevention,52,Q3 Security,New
LEAD-3913,Email Campaign,CRM Software,30,Q2 Security,Working
LEAD-3914,Webinar,Fraud Prevention,14,Q4 Transformation,Nurturing
LEAD-3915,Email Campaign,Payment Processing,15,Q4 Growth,Nurturing
LEAD-3916,Webinar,Customer Experience,86,Q1 Innovation,Working
LEAD-3917,Whitepaper,Payment Processing,22,Q3 Efficiency,Qualified
LEAD-3918,Whitepaper,Fraud Prevention,97,Q1 Growth,Working
LEAD-3919,Email Campaign,Big Data Analytics,47,FY Transformation,Qualified
LEAD-3920,Referral,Cloud Migration,97,FY Transformation,Working
LEAD-3921,Trade Show,Customer Experience,13,Q3 Transformation,Nurturing
LEAD-3922,Organic Search,ERP Integration,44,FY Transformation,New
LEAD-3923,Trade Show,Cloud Migration,20,FY Security,Working
LEAD-3924,Trade Show,AI Automation,50,Q4 Innovation,Nurturing
LEAD-3925,Webinar,Cloud Migration,30,Q3 Innovation,New
LEAD-3926,Whitepaper,ERP Integration,24,Q3 Growth,Working
LEAD-3927,Trade Show,Supply Chain Management,54,FY Growth,Nurturing
LEAD-3928,Direct Mail,Customer Experience,89,Q3 Growth,New
LEAD-3929,Direct Mail,Data Privacy,15,Q4 Growth,New
LEAD-3930,Direct Mail,DevOps Tools,34,Q1 Efficiency,Qualified
LEAD-3931,Webinar,Supply Chain Management,55,FY Transformation,Nurturing
LEAD-3932,Webinar,Supply Chain Management,39,FY Security,New
LEAD-3933,Webinar,Cloud Migration,60,Q2 Efficiency,Working
LEAD-3934,Paid Social,Big Data Analytics,11,Q2 Security,New
LEAD-3935,Webinar,Data Privacy,54,Q1 Efficiency,New
LEAD-3936,Organic Search,CRM Software,15,Q4 Security,Nurturing
LEAD-3937,Whitepaper,Payment Processing,79,Q2 Efficiency,New
LEAD-3938,Organic Search,Customer Experience,53,Q4 Efficiency,Working
LEAD-3939,Email Campaign,ERP Integration,41,Q3 Security,Nurturing
LEAD-3940,Trade Show,Cloud Migration,56,Q3 Transformation,New
LEAD-3941,Webinar,Cloud Migration,62,Q4 Growth,New
LEAD-3942,Webinar,CRM Software,83,Q3 Innovation,New
LEAD-3943,Whitepaper,Network Security,59,FY Transformation,Qualified
LEAD-3944,Direct Mail,Data Privacy,15,FY Efficiency,Working
LEAD-3945,Direct Mail,Network Security,44,FY Transformation,Working
LEAD-3946,Organic Search,Customer Experience,34,Q4 Innovation,Nurturing
LEAD-3947,Paid Social,Fraud Prevention,99,Q3 Security,Working
LEAD-3948,Webinar,Cloud Migration,60,Q4 Growth,Qualified
LEAD-3949,Referral,Big Data Analytics,30,Q3 Growth,Nurturing
LEAD-3950,Webinar,Unified Communications,30,FY Growth,Nurturing
LEAD-3951,Webinar,Payment Processing,73,Q2 Security,Qualified
LEAD-3952,Email Campaign,Data Privacy,26,Q3 Transformation,Working
LEAD-3953,Paid Social,Payment Processing,68,Q4 Transformation,Nurturing
LEAD-3954,Trade Show,Fraud Prevention,17,FY Growth,Working
LEAD-3955,Trade Show,Unified Communications,38,Q2 Efficiency,Nurturing
LEAD-3956,Whitepaper,Payment Processing,11,FY Innovation,New
LEAD-3957,Webinar,Customer Experience,63,FY Security,New
LEAD-3958,Email Campaign,Unified Communications,10,FY Growth,Qualified
LEAD-3959,Paid Social,Unified Communications,11,Q1 Efficiency,New
LEAD-3960,Whitepaper,CRM Software,60,Q3 Efficiency,Working
LEAD-3961,Trade Show,Fraud Prevention,10,Q2 Efficiency,Nurturing
LEAD-3962,Direct Mail,ERP Integration,82,Q4 Transformation,Qualified
LEAD-3963,Email Campaign,IoT Platforms,82,Q2 Growth,New
LEAD-3964,Trade Show,Fraud Prevention,85,FY Efficiency,Qualified
LEAD-3965,Paid Social,Cybersecurity,60,Q1 Security,Working
LEAD-3966,Organic Search,CRM Software,95,Q2 Growth,New
LEAD-3967,Trade Show,AI Automation,57,Q3 Security,Working
LEAD-3968,Whitepaper,Data Privacy,69,Q3 Efficiency,New
LEAD-3969,Trade Show,Cloud Migration,66,Q1 Innovation,New
LEAD-3970,Email Campaign,IoT Platforms,30,Q2 Transformation,New
LEAD-3971,Trade Show,Unified Communications,65,FY Transformation,Working
LEAD-3972,Whitepaper,Customer Experience,87,FY Innovation,Working
LEAD-3973,Whitepaper,ERP Integration,77,Q1 Innovation,Qualified
LEAD-3974,Webinar,Customer Experience,56,Q4 Innovation,New
LEAD-3975,Referral,Payment Processing,24,Q4 Security,Qualified
LEAD-3976,Organic Search,Network Security,57,Q3 Growth,New
LEAD-3977,Email Campaign,Fraud Prevention,69,FY Transformation,Qualified
LEAD-3978,Trade Show,DevOps Tools,98,Q1 Innovation,Qualified
LEAD-3979,Webinar,DevOps Tools,16,FY Efficiency,Nurturing
LEAD-3980,Organic Search,AI Automation,78,FY Efficiency,Working
LEAD-3981,Whitepaper,Network Security,58,Q4 Efficiency,Working
LEAD-3982,Direct Mail,Supply Chain Management,32,Q4 Security,Nurturing
LEAD-3983,Email Campaign,Supply Chain Management,49,Q1 Security,New
LEAD-3984,Trade Show,Cybersecurity,71,Q2 Growth,New
LEAD-3985,Webinar,Cybersecurity,80,Q2 Security,Nurturing
LEAD-3986,Trade Show,Customer Experience,39,Q1 Efficiency,Working
LEAD-3987,Webinar,Data Privacy,21,Q2 Innovation,Nurturing
